platform,source_name,channel_category,message_id,published_at,text,views,forwards,replies,has_media,url
telegram,IsraelNewsLive,breaking_news,14,2023-09-01 09:15:00,IDF announces overnight operations in northern Gaza.,476,11,11,True,https://t.me/IsraelNewsLive/14
telegram,IsraelNewsLive,breaking_news,15,2023-09-01 21:09:00,New hostage update: families await news as negotiations continue.,7349,780,49,False,https://t.me/IsraelNewsLive/15
telegram,IsraelNewsLive,breaking_news,16,2023-09-01 06:18:00,Massive rally held in Tel Aviv in support of hostage families.,12275,798,63,True,https://t.me/IsraelNewsLive/16
telegram,IsraelNewsLive,breaking_news,17,2023-09-01 22:00:00,Prime Minister holds emergency security cabinet meeting.,1422,120,6,False,https://t.me/IsraelNewsLive/17
telegram,IsraelNewsLive,breaking_news,18,2023-09-01 07:30:00,IDF announces overnight operations in northern Gaza.,8861,283,215,True,https://t.me/IsraelNewsLive/18
telegram,IsraelNewsLive,breaking_news,19,2023-09-01 00:42:00,International condemnation grows as humanitarian situation worsens.,890,21,24,True,https://t.me/IsraelNewsLive/19
telegram,IsraelNewsLive,breaking_news,20,2023-09-01 01:23:00,International condemnation grows as humanitarian situation worsens.,8623,714,247,False,https://t.me/IsraelNewsLive/20
telegram,IsraelNewsLive,breaking_news,21,2023-09-01 12:17:00,LIVE: Watch the latest press conference from the IDF spokesperson.,5328,378,103,True,https://t.me/IsraelNewsLive/21
telegram,IsraelNewsLive,breaking_news,22,2023-09-01 20:06:00,Home Front Command issues updated shelter guidelines for residents.,6183,718,113,False,https://t.me/IsraelNewsLive/22
telegram,IsraelNewsLive,breaking_news,23,2023-09-01 04:55:00,UPDATE: 6 rockets intercepted by Iron Dome over Kiryat Gat.,6562,632,9,True,https://t.me/IsraelNewsLive/23
telegram,IsraelNewsLive,breaking_news,24,2023-09-01 15:06:00,Home Front Command issues updated shelter guidelines for residents.,3672,130,60,True,https://t.me/IsraelNewsLive/24
telegram,GazaUpdates,military,25,2023-09-01 18:36:00,Red Alert: Incoming fire detected in Kiryat Gat region.,2683,152,53,False,https://t.me/GazaUpdates/25
telegram,GazaUpdates,military,26,2023-09-01 23:52:00,Prime Minister holds emergency security cabinet meeting.,2276,82,51,False,https://t.me/GazaUpdates/26
telegram,GazaUpdates,military,27,2023-09-01 20:48:00,IDF announces overnight operations in northern Gaza.,5608,422,29,False,https://t.me/GazaUpdates/27
telegram,GazaUpdates,military,28,2023-09-01 04:49:00,Hospitals in southern Israel on high alert following rocket fire.,2306,256,13,False,https://t.me/GazaUpdates/28
telegram,GazaUpdates,military,29,2023-09-01 03:17:00,Exclusive: Behind the scenes of the hostage negotiations.,3732,46,9,False,https://t.me/GazaUpdates/29
telegram,GazaUpdates,military,30,2023-09-01 04:10:00,Red Alert: Incoming fire detected in Jerusalem region.,8061,684,100,False,https://t.me/GazaUpdates/30
telegram,GazaUpdates,military,31,2023-09-01 19:19:00,UN Security Council holds emergency session on Israel-Gaza conflict.,11437,1185,25,True,https://t.me/GazaUpdates/31
telegram,GazaUpdates,military,32,2023-09-01 11:10:00,Breaking: Sirens activated in Beer Sheva. Residents should enter shelters immediately.,6396,465,83,False,https://t.me/GazaUpdates/32
telegram,GazaUpdates,military,33,2023-09-01 06:02:00,IDF announces overnight operations in northern Gaza.,628,13,15,False,https://t.me/GazaUpdates/33
telegram,GazaUpdates,military,34,2023-09-01 02:03:00,Prime Minister holds emergency security cabinet meeting.,2676,275,72,True,https://t.me/GazaUpdates/34
telegram,GazaUpdates,military,35,2023-09-01 05:58:00,Home Front Command issues updated shelter guidelines for residents.,3967,320,93,True,https://t.me/GazaUpdates/35
telegram,GazaUpdates,military,36,2023-09-01 17:08:00,Breaking: Sirens activated in Sderot. Residents should enter shelters immediately.,7557,788,108,True,https://t.me/GazaUpdates/36
telegram,GazaUpdates,military,37,2023-09-01 18:23:00,Breaking: Sirens activated in Ashdod. Residents should enter shelters immediately.,5124,130,76,True,https://t.me/GazaUpdates/37
telegram,GazaUpdates,military,38,2023-09-01 03:25:00,UN Security Council holds emergency session on Israel-Gaza conflict.,5019,252,52,False,https://t.me/GazaUpdates/38
telegram,GazaUpdates,military,39,2023-09-01 10:22:00,UPDATE: 20 rockets intercepted by Iron Dome over Ashdod.,1748,199,48,True,https://t.me/GazaUpdates/39
telegram,GazaUpdates,military,40,2023-09-01 20:28:00,Hospitals in southern Israel on high alert following rocket fire.,7204,744,143,False,https://t.me/GazaUpdates/40
telegram,GazaUpdates,military,41,2023-09-01 04:48:00,Breaking: Sirens activated in Beer Sheva. Residents should enter shelters immediately.,5737,239,128,True,https://t.me/GazaUpdates/41
telegram,GazaUpdates,military,42,2023-09-01 00:12:00,New hostage update: families await news as negotiations continue.,7162,175,134,True,https://t.me/GazaUpdates/42
telegram,GazaUpdates,military,43,2023-09-01 15:05:00,Prime Minister holds emergency security cabinet meeting.,3847,434,19,True,https://t.me/GazaUpdates/43
telegram,GazaUpdates,military,44,2023-09-01 23:57:00,International condemnation grows as humanitarian situation worsens.,2123,203,51,True,https://t.me/GazaUpdates/44
telegram,GazaUpdates,military,45,2023-09-01 22:56:00,Ceasefire negotiations reportedly stalled over key conditions.,1405,28,26,False,https://t.me/GazaUpdates/45
telegram,GazaUpdates,military,46,2023-09-01 04:10:00,UPDATE: 9 rockets intercepted by Iron Dome over Beer Sheva.,1735,106,28,True,https://t.me/GazaUpdates/46
telegram,GazaUpdates,military,47,2023-09-01 17:45:00,UPDATE: 39 rockets intercepted by Iron Dome over Ashdod.,8207,623,229,True,https://t.me/GazaUpdates/47
telegram,GazaUpdates,military,48,2023-09-01 20:07:00,Red Alert: Incoming fire detected in Jerusalem region.,4782,393,62,False,https://t.me/GazaUpdates/48
telegram,GazaUpdates,military,49,2023-09-01 22:46:00,Home Front Command issues updated shelter guidelines for residents.,1994,216,46,True,https://t.me/GazaUpdates/49
telegram,GazaUpdates,military,50,2023-09-01 15:16:00,Prime Minister holds emergency security cabinet meeting.,6143,167,32,False,https://t.me/GazaUpdates/50
telegram,GazaUpdates,military,51,2023-09-01 02:56:00,Hospitals in southern Israel on high alert following rocket fire.,4717,425,80,False,https://t.me/GazaUpdates/51
telegram,GazaUpdates,military,52,2023-09-01 22:56:00,Massive rally held in Tel Aviv in support of hostage families.,3518,180,104,True,https://t.me/GazaUpdates/52
telegram,GazaUpdates,military,53,2023-09-01 00:43:00,Exclusive: Behind the scenes of the hostage negotiations.,5309,549,103,True,https://t.me/GazaUpdates/53
telegram,GazaUpdates,military,54,2023-09-01 02:07:00,Prime Minister holds emergency security cabinet meeting.,5239,59,74,True,https://t.me/GazaUpdates/54
telegram,HomeFrontAlerts,home_front,55,2023-09-01 23:27:00,Massive rally held in Tel Aviv in support of hostage families.,2690,298,63,False,https://t.me/HomeFrontAlerts/55
telegram,HomeFrontAlerts,home_front,56,2023-09-01 13:06:00,Hospitals in southern Israel on high alert following rocket fire.,4990,205,126,True,https://t.me/HomeFrontAlerts/56
telegram,HomeFrontAlerts,home_front,57,2023-09-01 01:06:00,Massive rally held in Tel Aviv in support of hostage families.,6943,565,25,True,https://t.me/HomeFrontAlerts/57
telegram,HomeFrontAlerts,home_front,58,2023-09-01 16:53:00,New hostage update: families await news as negotiations continue.,6170,158,145,False,https://t.me/HomeFrontAlerts/58
telegram,HomeFrontAlerts,home_front,59,2023-09-01 19:11:00,UN Security Council holds emergency session on Israel-Gaza conflict.,764,10,0,True,https://t.me/HomeFrontAlerts/59
telegram,HomeFrontAlerts,home_front,60,2023-09-01 03:03:00,Massive rally held in Tel Aviv in support of hostage families.,9210,333,236,True,https://t.me/HomeFrontAlerts/60
telegram,HomeFrontAlerts,home_front,61,2023-09-01 05:03:00,Prime Minister holds emergency security cabinet meeting.,8266,784,175,True,https://t.me/HomeFrontAlerts/61
telegram,HomeFrontAlerts,home_front,62,2023-09-01 19:50:00,Ceasefire negotiations reportedly stalled over key conditions.,3270,77,51,False,https://t.me/HomeFrontAlerts/62
telegram,HomeFrontAlerts,home_front,63,2023-09-01 12:44:00,Massive rally held in Tel Aviv in support of hostage families.,6593,178,147,True,https://t.me/HomeFrontAlerts/63
telegram,HomeFrontAlerts,home_front,64,2023-09-01 01:11:00,UN Security Council holds emergency session on Israel-Gaza conflict.,805,94,15,False,https://t.me/HomeFrontAlerts/64
telegram,HomeFrontAlerts,home_front,65,2023-09-01 12:03:00,Red Alert: Incoming fire detected in Sderot region.,725,77,15,True,https://t.me/HomeFrontAlerts/65
telegram,HomeFrontAlerts,home_front,66,2023-09-01 09:10:00,IDF announces overnight operations in northern Gaza.,2736,322,39,False,https://t.me/HomeFrontAlerts/66
telegram,HomeFrontAlerts,home_front,67,2023-09-01 13:47:00,Red Alert: Incoming fire detected in Kiryat Gat region.,2843,73,80,True,https://t.me/HomeFrontAlerts/67
telegram,HomeFrontAlerts,home_front,68,2023-09-01 12:18:00,Breaking: Sirens activated in Kiryat Gat. Residents should enter shelters immediately.,4707,383,133,True,https://t.me/HomeFrontAlerts/68
telegram,HomeFrontAlerts,home_front,69,2023-09-01 03:08:00,Breaking: Sirens activated in Sderot. Residents should enter shelters immediately.,4082,253,18,True,https://t.me/HomeFrontAlerts/69
telegram,HomeFrontAlerts,home_front,70,2023-09-01 23:08:00,Breaking: Sirens activated in Sderot. Residents should enter shelters immediately.,7164,408,134,False,https://t.me/HomeFrontAlerts/70
telegram,HomeFrontAlerts,home_front,71,2023-09-01 09:38:00,Home Front Command issues updated shelter guidelines for residents.,8054,273,145,False,https://t.me/HomeFrontAlerts/71
telegram,HomeFrontAlerts,home_front,72,2023-09-01 14:19:00,Ceasefire negotiations reportedly stalled over key conditions.,7723,480,58,False,https://t.me/HomeFrontAlerts/72
telegram,HomeFrontAlerts,home_front,73,2023-09-01 02:34:00,Massive rally held in Tel Aviv in support of hostage families.,4059,329,80,True,https://t.me/HomeFrontAlerts/73
telegram,HomeFrontAlerts,home_front,74,2023-09-01 14:18:00,Ceasefire negotiations reportedly stalled over key conditions.,2722,156,52,True,https://t.me/HomeFrontAlerts/74
telegram,HomeFrontAlerts,home_front,75,2023-09-01 12:21:00,Hospitals in southern Israel on high alert following rocket fire.,10238,1100,283,True,https://t.me/HomeFrontAlerts/75
telegram,HomeFrontAlerts,home_front,76,2023-09-01 20:30:00,Ceasefire negotiations reportedly stalled over key conditions.,8303,370,209,True,https://t.me/HomeFrontAlerts/76
telegram,HomeFrontAlerts,home_front,77,2023-09-01 09:29:00,UN Security Council holds emergency session on Israel-Gaza conflict.,596,61,1,False,https://t.me/HomeFrontAlerts/77
telegram,HomeFrontAlerts,home_front,78,2023-09-01 01:16:00,Exclusive: Behind the scenes of the hostage negotiations.,3905,173,88,False,https://t.me/HomeFrontAlerts/78
telegram,HomeFrontAlerts,home_front,79,2023-09-01 21:00:00,IDF announces overnight operations in northern Gaza.,5415,275,29,True,https://t.me/HomeFrontAlerts/79
telegram,HomeFrontAlerts,home_front,80,2023-09-01 05:36:00,International condemnation grows as humanitarian situation worsens.,5488,633,163,False,https://t.me/HomeFrontAlerts/80
telegram,HomeFrontAlerts,home_front,81,2023-09-01 10:46:00,LIVE: Watch the latest press conference from the IDF spokesperson.,4727,414,57,False,https://t.me/HomeFrontAlerts/81
telegram,HostageFamilies,hostages,82,2023-09-01 16:12:00,Breaking: Sirens activated in Ashkelon. Residents should enter shelters immediately.,5036,142,127,True,https://t.me/HostageFamilies/82
telegram,HostageFamilies,hostages,83,2023-09-01 22:59:00,Breaking: Sirens activated in Beer Sheva. Residents should enter shelters immediately.,10903,1296,55,True,https://t.me/HostageFamilies/83
telegram,HostageFamilies,hostages,84,2023-09-01 12:26:00,Ceasefire negotiations reportedly stalled over key conditions.,5055,470,68,False,https://t.me/HostageFamilies/84
telegram,HostageFamilies,hostages,85,2023-09-01 11:28:00,Massive rally held in Tel Aviv in support of hostage families.,6143,674,14,False,https://t.me/HostageFamilies/85
telegram,HostageFamilies,hostages,86,2023-09-01 15:13:00,Ground forces advance into Jerusalem district according to IDF spokesperson.,2152,160,32,False,https://t.me/HostageFamilies/86
telegram,HostageFamilies,hostages,87,2023-09-01 00:05:00,Exclusive: Behind the scenes of the hostage negotiations.,3579,286,70,False,https://t.me/HostageFamilies/87
telegram,HostageFamilies,hostages,88,2023-09-01 09:40:00,Breaking: Sirens activated in Ashkelon. Residents should enter shelters immediately.,4659,234,77,True,https://t.me/HostageFamilies/88
telegram,HostageFamilies,hostages,89,2023-09-01 21:20:00,Ceasefire negotiations reportedly stalled over key conditions.,8237,778,211,True,https://t.me/HostageFamilies/89
telegram,HostageFamilies,hostages,90,2023-09-01 08:30:00,Massive rally held in Tel Aviv in support of hostage families.,4454,461,48,True,https://t.me/HostageFamilies/90
telegram,HostageFamilies,hostages,91,2023-09-01 13:29:00,Ceasefire negotiations reportedly stalled over key conditions.,5236,281,144,True,https://t.me/HostageFamilies/91
telegram,HostageFamilies,hostages,92,2023-09-01 15:37:00,Red Alert: Incoming fire detected in Ashdod region.,3340,103,5,False,https://t.me/HostageFamilies/92
telegram,HostageFamilies,hostages,93,2023-09-01 14:55:00,New hostage update: families await news as negotiations continue.,5363,406,6,False,https://t.me/HostageFamilies/93
telegram,HostageFamilies,hostages,94,2023-09-01 09:16:00,Prime Minister holds emergency security cabinet meeting.,2195,259,41,True,https://t.me/HostageFamilies/94
telegram,ILPoliticsChannel,politics,95,2023-09-01 15:54:00,UPDATE: 32 rockets intercepted by Iron Dome over Tel Aviv.,6674,640,174,True,https://t.me/ILPoliticsChannel/95
telegram,ILPoliticsChannel,politics,96,2023-09-01 01:06:00,UN Security Council holds emergency session on Israel-Gaza conflict.,4572,323,91,True,https://t.me/ILPoliticsChannel/96
telegram,ILPoliticsChannel,politics,97,2023-09-01 10:58:00,UPDATE: 34 rockets intercepted by Iron Dome over Tel Aviv.,1208,109,27,True,https://t.me/ILPoliticsChannel/97
telegram,ILPoliticsChannel,politics,98,2023-09-01 15:20:00,Breaking: Sirens activated in Ashkelon. Residents should enter shelters immediately.,377,36,5,False,https://t.me/ILPoliticsChannel/98
telegram,ILPoliticsChannel,politics,99,2023-09-01 21:59:00,Red Alert: Incoming fire detected in Sderot region.,10719,592,257,False,https://t.me/ILPoliticsChannel/99
telegram,ILPoliticsChannel,politics,100,2023-09-01 15:05:00,Home Front Command issues updated shelter guidelines for residents.,2998,334,74,True,https://t.me/ILPoliticsChannel/100
telegram,ILPoliticsChannel,politics,101,2023-09-01 05:02:00,UN Security Council holds emergency session on Israel-Gaza conflict.,650,14,13,False,https://t.me/ILPoliticsChannel/101
telegram,ILPoliticsChannel,politics,102,2023-09-01 18:42:00,Ground forces advance into Kiryat Gat district according to IDF spokesperson.,7827,714,189,True,https://t.me/ILPoliticsChannel/102
telegram,ILPoliticsChannel,politics,103,2023-09-01 09:02:00,IDF announces overnight operations in northern Gaza.,8951,934,10,False,https://t.me/ILPoliticsChannel/103
telegram,ILPoliticsChannel,politics,104,2023-09-01 22:30:00,UPDATE: 19 rockets intercepted by Iron Dome over Beer Sheva.,1720,93,46,True,https://t.me/ILPoliticsChannel/104
telegram,ILPoliticsChannel,politics,105,2023-09-01 14:40:00,LIVE: Watch the latest press conference from the IDF spokesperson.,3447,166,88,False,https://t.me/ILPoliticsChannel/105
telegram,ILPoliticsChannel,politics,106,2023-09-01 21:17:00,Red Alert: Incoming fire detected in Sderot region.,5962,239,159,True,https://t.me/ILPoliticsChannel/106
telegram,ILPoliticsChannel,politics,107,2023-09-01 20:11:00,UPDATE: 35 rockets intercepted by Iron Dome over Beer Sheva.,5453,484,133,False,https://t.me/ILPoliticsChannel/107
telegram,ILPoliticsChannel,politics,108,2023-09-01 12:59:00,Ceasefire negotiations reportedly stalled over key conditions.,5465,136,96,False,https://t.me/ILPoliticsChannel/108
telegram,ILPoliticsChannel,politics,109,2023-09-01 04:59:00,Exclusive: Behind the scenes of the hostage negotiations.,8308,441,228,True,https://t.me/ILPoliticsChannel/109
telegram,ILPoliticsChannel,politics,110,2023-09-01 05:29:00,Home Front Command issues updated shelter guidelines for residents.,3067,53,21,False,https://t.me/ILPoliticsChannel/110
telegram,InternationalIsrael,international,111,2023-09-01 10:25:00,International condemnation grows as humanitarian situation worsens.,9595,666,88,True,https://t.me/InternationalIsrael/111
telegram,InternationalIsrael,international,112,2023-09-01 08:53:00,Massive rally held in Tel Aviv in support of hostage families.,3261,358,53,False,https://t.me/InternationalIsrael/112
telegram,InternationalIsrael,international,113,2023-09-01 23:44:00,Massive rally held in Tel Aviv in support of hostage families.,2652,113,21,True,https://t.me/InternationalIsrael/113
telegram,InternationalIsrael,international,114,2023-09-01 07:19:00,UN Security Council holds emergency session on Israel-Gaza conflict.,2654,109,45,False,https://t.me/InternationalIsrael/114
telegram,InternationalIsrael,international,115,2023-09-01 06:47:00,Red Alert: Incoming fire detected in Ashdod region.,5185,323,154,True,https://t.me/InternationalIsrael/115
telegram,InternationalIsrael,international,116,2023-09-01 14:40:00,Home Front Command issues updated shelter guidelines for residents.,3566,344,22,True,https://t.me/InternationalIsrael/116
telegram,InternationalIsrael,international,117,2023-09-01 04:33:00,International condemnation grows as humanitarian situation worsens.,3626,417,57,False,https://t.me/InternationalIsrael/117
telegram,InternationalIsrael,international,118,2023-09-01 22:25:00,IDF announces overnight operations in northern Gaza.,2361,50,5,False,https://t.me/InternationalIsrael/118
telegram,InternationalIsrael,international,119,2023-09-01 01:14:00,Prime Minister holds emergency security cabinet meeting.,5155,344,51,False,https://t.me/InternationalIsrael/119
telegram,InternationalIsrael,international,120,2023-09-01 01:03:00,Massive rally held in Tel Aviv in support of hostage families.,6978,116,148,False,https://t.me/InternationalIsrael/120
telegram,InternationalIsrael,international,121,2023-09-01 10:12:00,International condemnation grows as humanitarian situation worsens.,7996,446,8,False,https://t.me/InternationalIsrael/121
telegram,InternationalIsrael,international,122,2023-09-01 06:06:00,UPDATE: 33 rockets intercepted by Iron Dome over Jerusalem.,2421,159,36,True,https://t.me/InternationalIsrael/122
telegram,InternationalIsrael,international,123,2023-09-01 00:19:00,Hospitals in southern Israel on high alert following rocket fire.,4887,501,41,False,https://t.me/InternationalIsrael/123
telegram,InternationalIsrael,international,124,2023-09-01 05:19:00,UN Security Council holds emergency session on Israel-Gaza conflict.,5468,465,41,False,https://t.me/InternationalIsrael/124
telegram,InternationalIsrael,international,125,2023-09-01 17:19:00,Ceasefire negotiations reportedly stalled over key conditions.,1676,101,36,True,https://t.me/InternationalIsrael/125
telegram,InternationalIsrael,international,126,2023-09-01 04:09:00,Ceasefire negotiations reportedly stalled over key conditions.,3985,442,5,False,https://t.me/InternationalIsrael/126
telegram,InternationalIsrael,international,127,2023-09-01 22:11:00,Red Alert: Incoming fire detected in Beer Sheva region.,5090,398,40,False,https://t.me/InternationalIsrael/127
telegram,InternationalIsrael,international,128,2023-09-01 02:34:00,Prime Minister holds emergency security cabinet meeting.,3184,33,81,True,https://t.me/InternationalIsrael/128
telegram,InternationalIsrael,international,129,2023-09-01 12:37:00,Prime Minister holds emergency security cabinet meeting.,5348,556,44,False,https://t.me/InternationalIsrael/129
telegram,InternationalIsrael,international,130,2023-09-01 05:55:00,UPDATE: 36 rockets intercepted by Iron Dome over Jerusalem.,5651,668,64,False,https://t.me/InternationalIsrael/130
telegram,InternationalIsrael,international,131,2023-09-01 17:48:00,New hostage update: families await news as negotiations continue.,2231,169,16,False,https://t.me/InternationalIsrael/131
telegram,InternationalIsrael,international,132,2023-09-01 12:24:00,Breaking: Sirens activated in Sderot. Residents should enter shelters immediately.,3894,51,43,False,https://t.me/InternationalIsrael/132
telegram,IsraelNewsLive,breaking_news,133,2023-09-02 07:44:00,LIVE: Watch the latest press conference from the IDF spokesperson.,9360,705,43,False,https://t.me/IsraelNewsLive/133
telegram,IsraelNewsLive,breaking_news,134,2023-09-02 18:08:00,Ground forces advance into Kiryat Gat district according to IDF spokesperson.,4348,286,129,True,https://t.me/IsraelNewsLive/134
telegram,IsraelNewsLive,breaking_news,135,2023-09-02 06:00:00,Red Alert: Incoming fire detected in Jerusalem region.,11044,820,51,False,https://t.me/IsraelNewsLive/135
telegram,IsraelNewsLive,breaking_news,136,2023-09-02 13:53:00,Exclusive: Behind the scenes of the hostage negotiations.,1297,101,11,True,https://t.me/IsraelNewsLive/136
telegram,IsraelNewsLive,breaking_news,137,2023-09-02 17:03:00,UPDATE: 18 rockets intercepted by Iron Dome over Ashdod.,3432,284,86,True,https://t.me/IsraelNewsLive/137
telegram,IsraelNewsLive,breaking_news,138,2023-09-02 04:01:00,IDF announces overnight operations in northern Gaza.,743,78,6,True,https://t.me/IsraelNewsLive/138
telegram,IsraelNewsLive,breaking_news,139,2023-09-02 14:36:00,International condemnation grows as humanitarian situation worsens.,1846,156,40,True,https://t.me/IsraelNewsLive/139
telegram,IsraelNewsLive,breaking_news,140,2023-09-02 18:34:00,Ground forces advance into Ashkelon district according to IDF spokesperson.,3705,207,58,True,https://t.me/IsraelNewsLive/140
telegram,IsraelNewsLive,breaking_news,141,2023-09-02 22:00:00,LIVE: Watch the latest press conference from the IDF spokesperson.,826,45,3,True,https://t.me/IsraelNewsLive/141
telegram,IsraelNewsLive,breaking_news,142,2023-09-02 18:53:00,Home Front Command issues updated shelter guidelines for residents.,6632,175,191,False,https://t.me/IsraelNewsLive/142
telegram,IsraelNewsLive,breaking_news,143,2023-09-02 06:10:00,UPDATE: 33 rockets intercepted by Iron Dome over Beer Sheva.,7701,850,55,False,https://t.me/IsraelNewsLive/143
telegram,IsraelNewsLive,breaking_news,144,2023-09-02 08:28:00,Hospitals in southern Israel on high alert following rocket fire.,9856,509,157,True,https://t.me/IsraelNewsLive/144
telegram,IsraelNewsLive,breaking_news,145,2023-09-02 02:44:00,Ground forces advance into Tel Aviv district according to IDF spokesperson.,7051,512,28,True,https://t.me/IsraelNewsLive/145
telegram,IsraelNewsLive,breaking_news,146,2023-09-02 18:54:00,Red Alert: Incoming fire detected in Jerusalem region.,7584,159,52,True,https://t.me/IsraelNewsLive/146
telegram,IsraelNewsLive,breaking_news,147,2023-09-02 10:44:00,Prime Minister holds emergency security cabinet meeting.,5776,297,126,False,https://t.me/IsraelNewsLive/147
telegram,IsraelNewsLive,breaking_news,148,2023-09-02 22:53:00,IDF announces overnight operations in northern Gaza.,4754,365,84,False,https://t.me/IsraelNewsLive/148
telegram,IsraelNewsLive,breaking_news,149,2023-09-02 09:24:00,Hospitals in southern Israel on high alert following rocket fire.,827,50,5,True,https://t.me/IsraelNewsLive/149
telegram,IsraelNewsLive,breaking_news,150,2023-09-02 08:22:00,Breaking: Sirens activated in Jerusalem. Residents should enter shelters immediately.,2419,67,50,False,https://t.me/IsraelNewsLive/150
telegram,IsraelNewsLive,breaking_news,151,2023-09-02 01:20:00,New hostage update: families await news as negotiations continue.,573,11,13,True,https://t.me/IsraelNewsLive/151
telegram,IsraelNewsLive,breaking_news,152,2023-09-02 14:52:00,LIVE: Watch the latest press conference from the IDF spokesperson.,2498,76,40,False,https://t.me/IsraelNewsLive/152
telegram,IsraelNewsLive,breaking_news,153,2023-09-02 01:28:00,Prime Minister holds emergency security cabinet meeting.,2651,166,76,False,https://t.me/IsraelNewsLive/153
telegram,IsraelNewsLive,breaking_news,154,2023-09-02 05:39:00,Hospitals in southern Israel on high alert following rocket fire.,4073,153,38,False,https://t.me/IsraelNewsLive/154
telegram,IsraelNewsLive,breaking_news,155,2023-09-02 07:45:00,LIVE: Watch the latest press conference from the IDF spokesperson.,3889,460,114,True,https://t.me/IsraelNewsLive/155
telegram,IsraelNewsLive,breaking_news,156,2023-09-02 08:57:00,LIVE: Watch the latest press conference from the IDF spokesperson.,3719,161,63,False,https://t.me/IsraelNewsLive/156
telegram,IsraelNewsLive,breaking_news,157,2023-09-02 10:05:00,Exclusive: Behind the scenes of the hostage negotiations.,7718,537,44,True,https://t.me/IsraelNewsLive/157
telegram,IsraelNewsLive,breaking_news,158,2023-09-02 01:15:00,LIVE: Watch the latest press conference from the IDF spokesperson.,5336,396,119,False,https://t.me/IsraelNewsLive/158
telegram,IsraelNewsLive,breaking_news,159,2023-09-02 17:17:00,Prime Minister holds emergency security cabinet meeting.,6754,632,158,False,https://t.me/IsraelNewsLive/159
telegram,IsraelNewsLive,breaking_news,160,2023-09-02 01:12:00,Prime Minister holds emergency security cabinet meeting.,3730,404,14,True,https://t.me/IsraelNewsLive/160
telegram,IsraelNewsLive,breaking_news,161,2023-09-02 09:15:00,International condemnation grows as humanitarian situation worsens.,1452,80,20,True,https://t.me/IsraelNewsLive/161
telegram,IsraelNewsLive,breaking_news,162,2023-09-02 04:14:00,Hospitals in southern Israel on high alert following rocket fire.,9683,1028,104,True,https://t.me/IsraelNewsLive/162
telegram,IsraelNewsLive,breaking_news,163,2023-09-02 12:31:00,New hostage update: families await news as negotiations continue.,5003,138,141,False,https://t.me/IsraelNewsLive/163
telegram,IsraelNewsLive,breaking_news,164,2023-09-02 01:53:00,Exclusive: Behind the scenes of the hostage negotiations.,565,36,9,True,https://t.me/IsraelNewsLive/164
telegram,IsraelNewsLive,breaking_news,165,2023-09-02 09:32:00,Breaking: Sirens activated in Beer Sheva. Residents should enter shelters immediately.,5029,119,143,False,https://t.me/IsraelNewsLive/165
telegram,IsraelNewsLive,breaking_news,166,2023-09-02 02:28:00,Ceasefire negotiations reportedly stalled over key conditions.,5263,373,36,True,https://t.me/IsraelNewsLive/166
